"Date","Price","Open","High","Low","Change %"
"Jul 13, 2020","19.476","19.476","19.476","19.476","-0.03%"
"Jul 10, 2020","19.482","19.482","19.482","19.482","-0.63%"
"Jul 09, 2020","19.606","19.606","19.606","19.606","0.44%"
"Jul 08, 2020","19.521","19.521","19.521","19.521","-0.92%"
"Jul 07, 2020","19.703","19.703","19.703","19.703","0.12%"
"Jul 06, 2020","19.679","19.679","19.679","19.679","1.23%"
"Jul 03, 2020","19.440","19.440","19.440","19.440","0.80%"
"Jul 02, 2020","19.285","19.285","19.285","19.285","0.59%"
"Jul 01, 2020","19.172","19.172","19.172","19.172","0.84%"
"Jun 30, 2020","19.012","19.012","19.012","19.012","0.16%"
"Jun 29, 2020","18.982","18.982","18.982","18.982","-1.38%"
"Jun 26, 2020","19.247","19.247","19.247","19.247","1.00%"
"Jun 25, 2020","19.057","19.057","19.057","19.057","0.25%"
"Jun 24, 2020","19.010","19.010","19.010","19.010","-1.96%"
"Jun 23, 2020","19.391","19.391","19.391","19.391","1.40%"
"Jun 22, 2020","19.124","19.124","19.124","19.124","1.25%"
"Jun 19, 2020","18.887","18.887","18.887","18.887","1.61%"
"Jun 18, 2020","18.588","18.588","18.588","18.588","2.14%"
"Jun 17, 2020","18.199","18.199","18.199","18.199","0.36%"
"Jun 16, 2020","18.133","18.133","18.133","18.133","-0.82%"
"Jun 12, 2020","18.282","18.282","18.282","18.282","0.53%"
"Jun 11, 2020","18.186","18.186","18.186","18.186","-1.60%"
"Jun 10, 2020","18.482","18.482","18.482","18.482","0.87%"
"Jun 09, 2020","18.322","18.322","18.322","18.322","-1.68%"
"Jun 08, 2020","18.635","18.635","18.635","18.635","0.75%"
"Jun 05, 2020","18.497","18.497","18.497","18.497","2.23%"
"Jun 04, 2020","18.094","18.094","18.094","18.094","-0.74%"
"Jun 03, 2020","18.229","18.229","18.229","18.229","0.84%"
"Jun 02, 2020","18.078","18.078","18.078","18.078","1.49%"
"Jun 01, 2020","17.813","17.813","17.813","17.813","2.53%"
"May 29, 2020","17.374","17.374","17.374","17.374","0.99%"
"May 28, 2020","17.204","17.204","17.204","17.204","1.64%"
"May 27, 2020","16.926","16.926","16.926","16.926","2.01%"
"May 26, 2020","16.593","16.593","16.593","16.593","0.14%"
"May 22, 2020","16.570","16.570","16.570","16.570","-0.78%"
"May 21, 2020","16.700","16.700","16.700","16.700","0.08%"
"May 20, 2020","16.686","16.686","16.686","16.686","1.60%"
"May 19, 2020","16.424","16.424","16.424","16.424","0.85%"
"May 18, 2020","16.285","16.285","16.285","16.285","-3.95%"
"May 15, 2020","16.954","16.954","16.954","16.954","0.16%"
"May 14, 2020","16.927","16.927","16.927","16.927","-1.59%"
"May 13, 2020","17.201","17.201","17.201","17.201","2.74%"
"May 12, 2020","16.742","16.742","16.742","16.742","-0.08%"
"May 11, 2020","16.755","16.755","16.755","16.755","-0.52%"
"May 08, 2020","16.842","16.842","16.842","16.842","-0.47%"
"May 07, 2020","16.921","16.921","16.921","16.921","-1.10%"
"May 06, 2020","17.110","17.110","17.110","17.110","0.78%"
"May 05, 2020","16.977","16.977","16.977","16.977","-0.98%"
"May 04, 2020","17.145","17.145","17.145","17.145","-2.37%"
"Apr 29, 2020","17.562","17.562","17.562","17.562","1.04%"
"Apr 28, 2020","17.381","17.381","17.381","17.381","0.85%"
"Apr 27, 2020","17.234","17.234","17.234","17.234","0.77%"
"Apr 24, 2020","17.102","17.102","17.102","17.102","-2.36%"
"Apr 23, 2020","17.516","17.516","17.516","17.516","0.65%"
"Apr 22, 2020","17.403","17.403","17.403","17.403","0.97%"
"Apr 21, 2020","17.235","17.235","17.235","17.235","-3.54%"
"Apr 20, 2020","17.868","17.868","17.868","17.868","0.04%"
"Apr 17, 2020","17.861","17.861","17.861","17.861","3.80%"
"Apr 16, 2020","17.207","17.207","17.207","17.207","1.68%"
"Apr 15, 2020","16.923","16.923","16.923","16.923","0.85%"
"Apr 13, 2020","16.780","16.780","16.780","16.780","0.06%"
"Apr 09, 2020","16.770","16.770","16.770","16.770","3.67%"
"Apr 08, 2020","16.176","16.176","16.176","16.176","-0.21%"
"Apr 07, 2020","16.210","16.210","16.210","16.210","6.32%"
"Apr 03, 2020","15.247","15.247","15.247","15.247","-2.33%"
"Apr 01, 2020","15.611","15.611","15.611","15.611","-2.64%"
"Mar 31, 2020","16.035","16.035","16.035","16.035","4.25%"
"Mar 30, 2020","15.382","15.382","15.382","15.382","-3.06%"
"Mar 27, 2020","15.867","15.867","15.867","15.867","0.34%"
"Mar 26, 2020","15.814","15.814","15.814","15.814","3.45%"
"Mar 25, 2020","15.286","15.286","15.286","15.286","4.16%"
"Mar 24, 2020","14.675","14.675","14.675","14.675","0.02%"
"Mar 23, 2020","14.672","14.672","14.672","14.672","-13.75%"
"Mar 20, 2020","17.012","17.012","17.012","17.012","3.47%"
"Mar 19, 2020","16.442","16.442","16.442","16.442","-4.12%"
"Mar 18, 2020","17.148","17.148","17.148","17.148","-5.03%"
"Mar 17, 2020","18.057","18.057","18.057","18.057","-2.30%"
"Mar 16, 2020","18.483","18.483","18.483","18.483","-6.18%"
"Mar 13, 2020","19.700","19.700","19.700","19.700","3.00%"
"Mar 12, 2020","19.126","19.126","19.126","19.126","-8.58%"
"Mar 11, 2020","20.922","20.922","20.922","20.922","-0.14%"
"Mar 09, 2020","20.951","20.951","20.951","20.951","-3.95%"
"Mar 06, 2020","21.813","21.813","21.813","21.813","-2.21%"
"Mar 05, 2020","22.305","22.305","22.305","22.305","0.00%"
"Mar 04, 2020","22.305","22.305","22.305","22.305","-1.24%"
"Mar 03, 2020","22.585","22.585","22.585","22.585","1.20%"
"Mar 02, 2020","22.317","22.317","22.317","22.317","-0.96%"
"Feb 28, 2020","22.533","22.533","22.533","22.533","-3.03%"
"Feb 27, 2020","23.238","23.238","23.238","23.238","-0.43%"
"Feb 26, 2020","23.339","23.339","23.339","23.339","-1.03%"
"Feb 25, 2020","23.582","23.582","23.582","23.582","-0.43%"
"Feb 24, 2020","23.684","23.684","23.684","23.684","-1.80%"
"Feb 20, 2020","24.119","24.119","24.119","24.119","-0.12%"
"Feb 19, 2020","24.149","24.149","24.149","24.149","0.96%"
"Feb 18, 2020","23.920","23.920","23.920","23.920","-0.77%"
"Feb 17, 2020","24.105","24.105","24.105","24.105","-0.86%"
"Feb 14, 2020","24.313","24.313","24.313","24.313","-0.24%"
"Feb 13, 2020","24.371","24.371","24.371","24.371","-0.56%"
"Feb 12, 2020","24.508","24.508","24.508","24.508","-0.04%"
"Feb 11, 2020","24.519","24.519","24.519","24.519","0.08%"
"Feb 10, 2020","24.500","24.500","24.500","24.500","-1.20%"
"Feb 07, 2020","24.797","24.797","24.797","24.797","-11.24%"
"Feb 06, 2020","27.938","27.938","27.938","27.938","0.47%"
"Feb 05, 2020","27.807","27.807","27.807","27.807","1.36%"
"Feb 04, 2020","27.435","27.435","27.435","27.435","1.52%"
"Feb 03, 2020","27.025","27.025","27.025","27.025","-2.52%"
"Jan 31, 2020","27.724","27.724","27.724","27.724","-0.29%"
"Jan 30, 2020","27.806","27.806","27.806","27.806","-0.80%"
"Jan 29, 2020","28.030","28.030","28.030","28.030","0.48%"
"Jan 28, 2020","27.897","27.897","27.897","27.897","-0.73%"
"Jan 27, 2020","28.103","28.103","28.103","28.103","-0.60%"
"Jan 24, 2020","28.272","28.272","28.272","28.272","0.82%"
"Jan 23, 2020","28.041","28.041","28.041","28.041","0.91%"
"Jan 22, 2020","27.789","27.789","27.789","27.789","-0.60%"
"Jan 21, 2020","27.957","27.957","27.957","27.957","-0.29%"
"Jan 20, 2020","28.038","28.038","28.038","28.038","-0.43%"
"Jan 17, 2020","28.159","28.159","28.159","28.159","0.32%"
"Jan 16, 2020","28.070","28.070","28.070","28.070","0.08%"
"Jan 15, 2020","28.047","28.047","28.047","28.047","0.37%"
"Jan 14, 2020","27.945","27.945","27.945","27.945","0.27%"
"Jan 13, 2020","27.870","27.870","27.870","27.870","0.58%"
"Jan 10, 2020","27.708","27.708","27.708","27.708","0.55%"
"Jan 09, 2020","27.557","27.557","27.557","27.557","1.62%"
"Jan 08, 2020","27.119","27.119","27.119","27.119","-0.18%"
"Jan 07, 2020","27.167","27.167","27.167","27.167","0.21%"
"Jan 06, 2020","27.110","27.110","27.110","27.110","-2.02%"
"Jan 03, 2020","27.668","27.668","27.668","27.668","-0.42%"
"Jan 02, 2020","27.784","27.784","27.784","27.784","1.36%"
"Jan 01, 2020","27.410","27.410","27.410","27.410","0.38%"
"Dec 31, 2019","27.305","27.305","27.305","27.305","0.24%"
"Dec 30, 2019","27.239","27.239","27.239","27.239","0.21%"
"Dec 27, 2019","27.181","27.181","27.181","27.181","1.20%"
"Dec 26, 2019","26.860","26.860","26.860","26.860","-0.42%"
"Dec 24, 2019","26.973","26.973","26.973","26.973","-0.23%"
"Dec 23, 2019","27.036","27.036","27.036","27.036","0.03%"
"Dec 20, 2019","27.028","27.028","27.028","27.028","0.19%"
"Dec 19, 2019","26.976","26.976","26.976","26.976","0.03%"
"Dec 18, 2019","26.969","26.969","26.969","26.969","-0.13%"
"Dec 17, 2019","27.005","27.005","27.005","27.005","0.82%"
"Dec 16, 2019","26.785","26.785","26.785","26.785","-0.50%"
"Dec 13, 2019","26.919","26.919","26.919","26.919","1.18%"
"Dec 12, 2019","26.606","26.606","26.606","26.606","0.97%"
"Dec 11, 2019","26.351","26.351","26.351","26.351","-0.07%"
"Dec 10, 2019","26.370","26.370","26.370","26.370","-0.86%"
"Dec 09, 2019","26.599","26.599","26.599","26.599","0.05%"
"Dec 06, 2019","26.586","26.586","26.586","26.586","-1.12%"
"Dec 05, 2019","26.887","26.887","26.887","26.887","-0.67%"
"Dec 04, 2019","27.067","27.067","27.067","27.067","0.40%"
"Dec 03, 2019","26.958","26.958","26.958","26.958","-0.98%"
"Dec 02, 2019","27.226","27.226","27.226","27.226","-0.19%"
"Nov 29, 2019","27.277","27.277","27.277","27.277","-0.07%"
"Nov 28, 2019","27.296","27.296","27.296","27.296","0.46%"
"Nov 27, 2019","27.172","27.172","27.172","27.172","0.18%"
"Nov 26, 2019","27.124","27.124","27.124","27.124","-0.50%"
"Nov 25, 2019","27.260","27.260","27.260","27.260","1.07%"
"Nov 22, 2019","26.972","26.972","26.972","26.972","-0.30%"
"Nov 21, 2019","27.054","27.054","27.054","27.054","-0.50%"
"Nov 20, 2019","27.189","27.189","27.189","27.189","0.48%"
"Nov 19, 2019","27.059","27.059","27.059","27.059","0.54%"
"Nov 18, 2019","26.914","26.914","26.914","26.914","-0.02%"
"Nov 15, 2019","26.920","26.920","26.920","26.920","0.15%"
"Nov 14, 2019","26.881","26.881","26.881","26.881","0.33%"
"Nov 13, 2019","26.793","26.793","26.793","26.793","-1.29%"
"Nov 11, 2019","27.143","27.143","27.143","27.143","0.31%"
"Nov 08, 2019","27.059","27.059","27.059","27.059","-0.74%"
"Nov 07, 2019","27.262","27.262","27.262","27.262","-0.12%"
"Nov 06, 2019","27.295","27.295","27.295","27.295","0.29%"
"Nov 05, 2019","27.215","27.215","27.215","27.215","-0.96%"
"Nov 04, 2019","27.479","27.479","27.479","27.479","0.49%"
"Nov 01, 2019","27.346","27.346","27.346","27.346","0.08%"
"Oct 31, 2019","27.323","27.323","27.323","27.323","-0.02%"
"Oct 30, 2019","27.329","27.329","27.329","27.329","0.38%"
"Oct 29, 2019","27.225","27.225","27.225","27.225","1.36%"
"Oct 25, 2019","26.859","26.859","26.859","26.859","0.13%"
"Oct 24, 2019","26.824","26.824","26.824","26.824","-0.82%"
"Oct 23, 2019","27.046","27.046","27.046","27.046","-0.40%"
"Oct 22, 2019","27.155","27.155","27.155","27.155","0.53%"
"Oct 18, 2019","27.011","27.011","27.011","27.011","1.02%"
"Oct 17, 2019","26.739","26.739","26.739","26.739","0.83%"
"Oct 16, 2019","26.519","26.519","26.519","26.519","0.38%"
"Oct 15, 2019","26.418","26.418","26.418","26.418","0.47%"
"Oct 14, 2019","26.294","26.294","26.294","26.294","0.40%"
"Oct 11, 2019","26.190","26.190","26.190","26.190","0.15%"
"Oct 10, 2019","26.152","26.152","26.152","26.152","-0.91%"
"Oct 09, 2019","26.393","26.393","26.393","26.393","1.88%"
"Oct 07, 2019","25.905","25.905","25.905","25.905","-0.90%"
"Oct 04, 2019","26.140","26.140","26.140","26.140","-1.63%"
"Oct 03, 2019","26.573","26.573","26.573","26.573","-0.31%"
"Oct 01, 2019","26.656","26.656","26.656","26.656","-0.82%"
"Sep 30, 2019","26.876","26.876","26.876","26.876","-0.78%"
"Sep 27, 2019","27.086","27.086","27.086","27.086","-0.58%"
"Sep 26, 2019","27.244","27.244","27.244","27.244","1.64%"
"Sep 25, 2019","26.805","26.805","26.805","26.805","-1.52%"
"Sep 24, 2019","27.220","27.220","27.220","27.220","-0.85%"
"Sep 23, 2019","27.454","27.454","27.454","27.454","4.09%"
"Sep 20, 2019","26.375","26.375","26.375","26.375","6.18%"
"Sep 19, 2019","24.841","24.841","24.841","24.841","-1.19%"
"Sep 18, 2019","25.140","25.140","25.140","25.140","0.30%"
"Sep 17, 2019","25.065","25.065","25.065","25.065","-1.81%"
"Sep 16, 2019","25.526","25.526","25.526","25.526","-0.68%"
"Sep 13, 2019","25.702","25.702","25.702","25.702","1.17%"
"Sep 12, 2019","25.405","25.405","25.405","25.405","-0.15%"
"Sep 11, 2019","25.443","25.443","25.443","25.443","0.80%"
"Sep 09, 2019","25.240","25.240","25.240","25.240","0.59%"
"Sep 06, 2019","25.091","25.091","25.091","25.091","1.26%"
"Sep 05, 2019","24.779","24.779","24.779","24.779","0.57%"
"Sep 04, 2019","24.638","24.638","24.638","24.638","0.74%"
"Sep 03, 2019","24.456","24.456","24.456","24.456","-2.31%"
"Aug 30, 2019","25.034","25.034","25.034","25.034","0.39%"
"Aug 29, 2019","24.936","24.936","24.936","24.936","-0.90%"
"Aug 28, 2019","25.162","25.162","25.162","25.162","-0.88%"
"Aug 27, 2019","25.386","25.386","25.386","25.386","1.28%"
"Aug 26, 2019","25.064","25.064","25.064","25.064","2.09%"
"Aug 23, 2019","24.550","24.550","24.550","24.550","-0.06%"
"Aug 22, 2019","24.564","24.564","24.564","24.564","-1.61%"
"Aug 21, 2019","24.967","24.967","24.967","24.967","-1.46%"
"Aug 20, 2019","25.338","25.338","25.338","25.338","-0.92%"
"Aug 19, 2019","25.574","25.574","25.574","25.574","0.57%"
"Aug 16, 2019","25.430","25.430","25.430","25.430","0.19%"
"Aug 14, 2019","25.383","25.383","25.383","25.383","0.93%"
"Aug 13, 2019","25.149","25.149","25.149","25.149","-2.14%"
"Aug 09, 2019","25.700","25.700","25.700","25.700","0.58%"
"Aug 08, 2019","25.553","25.553","25.553","25.553","0.67%"
"Aug 07, 2019","25.382","25.382","25.382","25.382","-0.81%"
"Aug 06, 2019","25.588","25.588","25.588","25.588","1.52%"
"Aug 05, 2019","25.205","25.205","25.205","25.205","-1.43%"
"Aug 02, 2019","25.570","25.570","25.570","25.570","-0.48%"
"Aug 01, 2019","25.693","25.693","25.693","25.693","-1.20%"
"Jul 31, 2019","26.004","26.004","26.004","26.004","0.12%"
"Jul 30, 2019","25.973","25.973","25.973","25.973","-1.36%"
"Jul 29, 2019","26.331","26.331","26.331","26.331","-0.65%"
"Jul 26, 2019","26.503","26.503","26.503","26.503","0.51%"
"Jul 25, 2019","26.368","26.368","26.368","26.368","-0.01%"
"Jul 24, 2019","26.371","26.371","26.371","26.371","-1.22%"
